"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","98.7",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","97.1",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","99.1",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","98.7",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","99.6",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","100.0",""
"2012","European Union - 27 countries (from 2019)","Current prices, euro per capita","Gross domestic product at market prices","25,750",""
"2012","European Union - 27 countries (from 2019)","Current prices, euro per capita","Final consumption expenditure","19,780",""
"2012","European Union - 27 countries (from 2019)","Current prices, euro per capita","Final consumption expenditure of general government","5,460",""
"2012","European Union - 27 countries (from 2019)","Current prices, euro per capita","Individual consumption expenditure of general government","3,370",""
"2012","European Union - 27 countries (from 2019)","Current prices, euro per capita","Collective consumption expenditure of general government","2,090",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","116.3",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","116.5",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","117.8",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","119.1",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","115.5",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","120.5",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","122.8",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","121.6",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","123.4",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","118.7",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","109.2",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","109.4",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","110.6",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","111.9",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","108.5",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","110.6",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","112.7",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","111.6",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","113.3",""
"2012","European Union - 15 countries (1995-2004)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","108.9",""
"2012","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Gross domestic product at market prices","31,030",""
"2012","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Final consumption expenditure","24,290",""
"2012","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Final consumption expenditure of general government","6,650",""
"2012","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Individual consumption expenditure of general government","4,160",""
"2012","European Union - 15 countries (1995-2004)","Current prices, euro per capita","Collective consumption expenditure of general government","2,480",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","110.6",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","109.0",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","110.7",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","110.3",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","111.4",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","114.6",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","114.9",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","114.4",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","114.3",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","114.4",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","107.5",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","106.0",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","107.7",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","107.3",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","108.4",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","108.9",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","109.2",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","108.7",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","108.7",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","108.8",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Gross domestic product at market prices","29,500",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure","22,730",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Final consumption expenditure of general government","6,250",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Individual consumption expenditure of general government","3,860",""
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, euro per capita","Collective consumption expenditure of general government","2,400",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","109.5",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","108.0",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","109.6",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","109.1",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","110.4",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","113.5",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","113.8",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","113.2",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","113.1",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","113.4",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","106.9",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","105.4",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","107.0",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","106.5",""
"2012","Euro area (19 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","107.8",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","108.3",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","108.6",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","108.0",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","107.9",""
"2012","Euro area (19 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","108.2",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Gross domestic product at market prices","29,220",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure","22,520",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,190",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,810",""
"2012","Euro area (19 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,370",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","112.2",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","110.7",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","112.6",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","112.5",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","112.9",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","116.3",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","116.6",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","116.3",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","116.6",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","115.9",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","108.5",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","106.9",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","108.9",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","108.7",""
"2012","Euro area (12 countries)","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","109.1",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","109.8",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","110.2",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","109.9",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","110.1",""
"2012","Euro area (12 countries)","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","109.5",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Gross domestic product at market prices","29,940",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure","23,080",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Final consumption expenditure of general government","6,360",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Individual consumption expenditure of general government","3,930",""
"2012","Euro area (12 countries)","Current prices, euro per capita","Collective consumption expenditure of general government","2,430",""
"2012","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","130.8",""
"2012","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","127.6",""
"2012","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","150.2",""
"2012","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","153.9",""
"2012","Belgium","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","144.4",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","135.5",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","134.5",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","155.2",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","159.5",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","148.3",""
"2012","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","120.2",""
"2012","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","117.3",""
"2012","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","138.1",""
"2012","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","141.4",""
"2012","Belgium","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","132.7",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","121.7",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","120.8",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","139.4",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","143.3",""
"2012","Belgium","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","133.2",""
"2012","Belgium","Current prices, euro per capita","Gross domestic product at market prices","34,890",""
"2012","Belgium","Current prices, euro per capita","Final consumption expenditure","26,600",""
"2012","Belgium","Current prices, euro per capita","Final consumption expenditure of general government","8,480",""
"2012","Belgium","Current prices, euro per capita","Individual consumption expenditure of general government","5,380",""
"2012","Belgium","Current prices, euro per capita","Collective consumption expenditure of general government","3,100",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","21.6",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","22.4",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","16.2",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","13.0",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","21.3",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","22.3",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","23.6",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","16.7",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","13.5",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","21.9",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","46.0",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","47.8",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","34.5",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","27.8",""
"2012","Bulgaria","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","45.4",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","46.6",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","49.2",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","34.8",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","28.2",""
"2012","Bulgaria","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","45.6",""
"2012","Bulgaria","Current prices, euro per capita","Gross domestic product at market prices","5,750","p"
"2012","Bulgaria","Current prices, euro per capita","Final consumption expenditure","4,670","p"
"2012","Bulgaria","Current prices, euro per capita","Final consumption expenditure of general government","910","p"
"2012","Bulgaria","Current prices, euro per capita","Individual consumption expenditure of general government","460","p"
"2012","Bulgaria","Current prices, euro per capita","Collective consumption expenditure of general government","460","p"
"2012","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","57.6",""
"2012","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","50.8",""
"2012","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","53.9",""
"2012","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","46.5",""
"2012","Czechia","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","66.0",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","59.7",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","53.6",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","55.7",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","48.2",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","67.8",""
"2012","Czechia","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","82.3",""
"2012","Czechia","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure","72.7",""
"2012","Czechia","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Final consumption expenditure of general government","77.0",""
"2012","Czechia","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Individual consumption expenditure of general government","66.4",""
"2012","Czechia","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Collective consumption expenditure of general government","94.3",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Gross domestic product at market prices","83.3",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure","74.9",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Final consumption expenditure of general government","77.8",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Individual consumption expenditure of general government","67.3",""
"2012","Czechia","Percentage of EU27 (from 2019) total per capita (based on million purchasing power standards, EU27 from 2019), current prices","Collective consumption expenditure of general government","94.7",""
"2012","Czechia","Current prices, euro per capita","Gross domestic product at market prices","15,360",""
"2012","Czechia","Current prices, euro per capita","Final consumption expenditure","10,600",""
"2012","Czechia","Current prices, euro per capita","Final consumption expenditure of general government","3,040",""
"2012","Czechia","Current prices, euro per capita","Individual consumption expenditure of general government","1,620",""
"2012","Czechia","Current prices, euro per capita","Collective consumption expenditure of general government","1,420",""
"2012","Denmark","Percentage of EU28 total per capita (based on million euro), current prices","Gross domestic product at market prices","170.7",""
"2012","Denmark","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure","162.7",""
"2012","Denmark","Percentage of EU28 total per capita (based on million euro), current prices","Final consumption expenditure of general government","213.6",""
"2012","Denmark","Percentage of EU28 total per capita (based on million euro), current prices","Individual consumption expenditure of general government","240.9",""
"2012","Denmark","Percentage of EU28 total per capita (based on million euro), current prices","Collective consumption expenditure of general government","169.1",""
"2012","Denmark","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Gross domestic product at market prices","176.8",""
"2012","Denmark","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure","171.5",""
"2012","Denmark","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Final consumption expenditure of general government","220.6",""
"2012","Denmark","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Individual consumption expenditure of general government","249.7",""
"2012","Denmark","Percentage of EU27 (from 2019) total per capita (based on million euro, EU27 from 2019), current prices","Collective consumption expenditure of general government","173.7",""
"2012","Denmark","Percentage of EU28 total per capita (based on million purchasing power standards), current prices","Gross domestic product at market prices","126.9",""
